Distance_(mm)	Gray_Value
12.3442	218.0544
12.3721	218.2283
12.4000	219.9475
12.4280	221.3789
12.4559	221.9571
12.4838	222.9266
12.5117	224.7864
12.5397	225.6929
12.5676	226.5163
12.5955	226.0597
12.6234	226.0000
12.6514	225.2743
12.6793	225.8315
12.7072	225.8489
12.7352	225.1276
12.7631	225.0000
12.7910	225.7772
12.8189	226.7636
12.8469	227.0000
12.8748	226.8370
12.9027	227.8839
12.9307	227.6594
12.9586	226.6522
12.9865	226.1848
13.0144	226.6757
13.0424	226.9512
13.0703	227.1952
13.0982	226.8397
13.1262	225.8561
13.1541	225.2065
13.1820	225.0435
13.2099	223.9218
13.2379	222.4794
13.2658	221.7908
13.2937	221.2935
13.3216	221.3152
13.3496	221.2989
13.3775	220.5081
13.4054	218.5652
13.4334	216.5353
13.4613	215.0978
13.4892	213.2344
13.5171	211.6262
13.5451	210.1794
13.5730	208.6033
13.6009	206.6215
13.6289	202.8781
13.6568	198.2201
13.6847	193.2880
13.7126	187.9728
13.7406	182.7684
13.7685	180.0522
13.7964	180.0326
13.8244	181.2935
13.8523	180.1210
13.8802	176.9428
13.9081	177.2717
13.9361	179.1605
13.9640	180.7935
13.9919	179.9392
14.0198	179.8478
14.0478	180.0000
14.0757	180.1522
14.1036	181.0000
14.1316	180.9375
14.1595	180.7006
14.1874	181.2127
14.2153	183.0951
14.2433	184.1412
14.2712	188.1712
14.2991	191.1078
14.3271	193.7908
14.3550	198.9022
14.3829	204.9783
14.4108	209.0855
14.4388	213.8849
14.4667	217.3250
14.4946	218.7020
14.5226	220.8327
14.5505	221.9713
14.5784	222.7889
14.6063	224.5163
14.6343	225.0629
14.6622	225.6618
14.6901	226.0415
14.7180	226.7758
14.7460	227.8261
14.7739	229.6250
14.8018	230.0000
14.8298	229.2147
14.8577	229.0000
14.8856	229.6840
14.9135	230.7931
14.9415	230.6641
14.9694	230.5019
14.9973	230.5544
15.0253	230.9125
15.0532	231.6766
15.0811	232.6630
15.1090	233.0000
15.1370	232.5991
15.1649	231.9103
15.1928	231.6956
15.2208	230.6685
15.2487	228.8587
15.2766	227.0489
15.3045	225.7935
15.3325	225.7754
15.3604	226.3553
15.3883	227.4343
15.4162	228.5000
15.4442	229.4864
15.4721	230.0000
15.5000	229.7754
15.5280	228.4565
15.5559	227.1049
15.5838	226.5815
15.6117	225.4538
15.6397	223.5217
15.6676	221.1549
15.6955	220.2350
15.7235	219.2989
15.7514	216.9891
15.7793	213.7065
15.8072	208.8315
15.8352	203.2756
15.8631	199.4130
15.8910	192.8831
15.9190	187.7880
15.9469	184.0978
15.9748	184.2013
16.0027	183.5706
16.0307	181.9169
16.0586	181.9844
16.0865	182.8412
16.1144	181.3709
16.1424	178.2040
16.1703	177.9204
16.1982	177.6848
16.2262	178.7571
16.2541	179.0000
16.2820	179.0831
16.3099	180.3336
16.3379	182.1033
16.3658	184.0000
16.3937	184.0662
16.4217	186.8819
16.4496	187.9973
16.4775	191.9348
16.5054	196.8505
16.5334	206.1078
16.5613	211.3995
16.5892	214.7773
16.6172	217.7364
16.6451	220.6895
16.6730	222.7772
16.7009	224.7500
16.7289	225.0000
16.7568	227.2486
16.7847	227.9873
16.8126	228.0000
16.8406	228.0000
16.8685	230.3804
16.8964	231.0000
16.9244	232.5326
16.9523	233.0000
16.9802	234.0340
17.0081	235.0996
17.0361	235.4565
17.0640	236.3179
17.0919	237.4674
17.1199	238.5804
17.1478	238.8913
17.1757	238.2592
17.2036	238.0000
17.2316	238.0000
17.2595	238.0000
17.2874	238.0000
17.3153	238.0000
17.3433	238.0000
17.3712	238.2267
17.3991	238.2677
17.4271	237.2287
17.4550	236.1459
17.4829	236.0000
17.5108	235.5190
17.5388	234.0652
17.5667	233.0000
17.5946	233.4402
17.6226	234.4266
17.6505	234.1304
17.6784	232.7935
17.7063	232.3872
17.7343	231.6277
17.7622	230.6413
17.7901	229.6549
17.8181	228.6685
17.8460	227.6821
17.8739	226.6956
17.9018	225.1214
17.9298	221.0795
17.9577	215.0853
17.9856	209.2500
18.0135	202.6712
18.0415	196.8335
18.0694	193.2120
18.0973	188.7694
18.1253	187.7843
18.1532	186.6413
18.1811	184.6902
18.2090	182.7604
18.2370	181.4674
18.2649	181.4444
18.2928	180.1005
18.3208	180.8299
18.3487	179.0000
18.3766	179.1625
18.4045	181.5544
18.4325	181.4111
18.4604	182.0147
18.4883	182.9301
18.5163	182.0074
18.5442	182.0000
18.5721	185.8587
18.6000	187.5093
18.6280	189.6250
18.6559	192.7651
18.6838	196.7106
18.7118	201.5084
18.7397	206.0606
18.7676	210.7826
18.7955	215.9424
18.8235	221.1948
18.8514	225.3152
18.8793	226.1772
18.9072	227.1821
18.9352	227.5435
18.9631	227.9338
18.9910	228.7609
19.0190	230.5272
19.0469	231.1956
19.0748	231.8205
19.1027	232.0000
19.1307	231.7816
19.1586	231.8478
19.1865	231.3487
19.2145	231.2344
19.2424	231.7604
19.2703	232.6250
19.2982	232.5946
19.3262	231.5761
19.3541	230.4203
19.3820	229.7337
19.4099	230.1875
19.4379	231.5000
19.4658	233.1926
19.4937	234.0000
19.5217	234.0000
19.5496	234.0000
19.5775	234.0000
19.6054	234.0000
19.6334	235.1745
19.6613	236.7826
19.6892	236.1261
19.7172	235.0000
19.7451	235.0000
19.7730	234.6196
19.8009	234.0000
19.8289	233.3780
19.8568	231.0571
19.8847	228.9716
19.9127	229.1406
19.9406	229.7011
19.9685	228.5937
19.9964	227.2665
20.0244	225.7671
20.0523	224.7076
20.0802	222.4967
20.1081	218.6541
20.1361	214.3020
20.1640	210.8587
20.1919	205.1802
20.2199	200.4168
20.2478	196.8752
20.2757	193.8641
20.3036	192.6331
20.3316	189.7826
20.3595	187.7281
20.3874	184.8967
20.4154	183.7598
20.4433	183.0544
20.4712	184.0399
20.4991	184.6250
20.5271	183.3397
20.5550	184.0000
20.5829	183.6761
20.6109	184.9551
20.6388	183.5507
20.6667	183.9811
20.6946	184.9321
20.7226	187.7754
20.7505	192.6523
20.7784	196.2495
20.8063	201.3234
20.8343	206.9009
20.8622	208.9953
20.8901	213.1555
20.9181	216.5897
20.9460	221.1027
20.9739	225.5396
21.0018	228.4801
21.0298	229.0000
21.0577	230.5109
21.0856	231.0000
21.1136	230.4617
21.1415	231.8533
21.1694	233.1661
21.1973	233.9375
21.2253	234.0870
21.2532	233.2636
21.2811	232.1141
21.3091	232.4856
21.3370	233.6196
21.3649	234.0000
21.3928	235.1204
21.4208	234.8510
21.4487	234.6597
21.4766	234.6582
21.5045	234.8359
21.5325	235.0425
21.5604	234.9362
21.5883	234.4863
21.6163	234.0000
21.6442	234.0000
21.6721	234.4565
21.7000	235.3033
21.7280	235.5491
21.7559	234.9937
21.7838	235.3322
21.8118	235.6630
21.8397	235.3125
21.8676	235.0000
21.8955	234.6522
21.9235	233.9964
21.9514	233.0380
21.9793	230.6929
22.0073	230.4338
22.0352	231.4618
22.0631	231.2663
22.0910	231.2666
22.1190	228.9688
22.1469	228.0961
22.1748	225.3826
22.2027	222.0148
22.2307	217.7467
22.2586	211.0272
22.2865	204.7283
22.3145	198.7261
22.3424	195.6087
22.3703	192.6495
22.3982	189.8182
22.4262	188.0693
22.4541	188.0043
22.4820	186.8594
22.5100	184.4689
22.5379	181.9035
22.5658	183.2769
22.5937	183.9992
22.6217	183.9351
22.6496	180.2957
22.6775	180.3913
22.7055	181.5081
22.7334	182.9233
22.7613	183.8158
22.7892	184.0397
22.8172	186.1912
22.8451	187.9524
22.8730	191.1578
22.9009	193.9357
22.9289	198.8537
22.9568	203.3261
22.9847	208.3920
23.0127	213.9622
23.0406	218.5842
23.0685	222.0829
23.0964	225.2522
23.1244	226.7500
23.1523	227.8995
23.1802	228.3261
23.2082	229.1984
23.2361	229.6522
23.2640	231.8614
23.2919	234.3152
23.3199	235.6549
23.3478	236.0000
23.3757	236.6277
23.4037	237.3872
23.4316	237.9175
23.4595	238.5870
23.4874	239.5734
23.5154	240.0000
23.5433	238.9076
23.5712	238.5326
23.5991	239.5190
23.6271	240.0000
23.6550	239.9519
23.6829	239.3856
23.7109	239.2677
23.7388	239.4130
23.7667	238.2656
23.7946	236.6129
23.8226	236.7446
23.8505	237.6660
23.8784	237.3497
23.9064	237.8044
23.9343	238.2717
23.9622	237.7663
23.9901	237.0000
24.0181	237.0000
24.0460	236.0951
24.0739	234.0000
24.1019	233.9194
24.1298	233.6427
24.1577	232.7527
24.1856	231.9543
24.2136	230.8398
24.2415	227.6947
24.2694	226.0347
24.2973	222.2281
24.3253	217.0018
24.3532	210.8648
24.3811	205.2962
24.4091	200.1875
24.4370	197.0136
24.4649	193.3852
24.4928	189.8623
24.5208	187.7173
24.5487	185.9429
24.5766	184.9565
24.6046	183.9295
24.6325	181.7880
24.6604	180.9729
24.6883	183.1129
24.7163	183.2935
24.7442	182.0554
24.7721	182.0000
24.8001	180.1304
24.8280	180.9212
24.8559	183.8315
24.8838	185.1658
24.9118	188.5737
24.9397	191.6005
24.9676	196.2663
24.9955	200.3587
25.0235	204.9716
25.0514	208.1406
25.0793	210.9837
25.1073	214.5652
25.1352	216.6030
25.1631	218.5163
25.1910	221.2823
25.2190	223.5234
25.2469	225.4348
25.2748	228.1114
25.3028	229.6902
25.3307	230.5957
25.3586	229.6881
25.3865	230.3713
25.4145	231.4009
25.4424	232.3805
25.4703	233.0321
25.4982	233.1413
25.5262	232.9783
25.5541	233.2782
25.5820	232.5813
25.6100	232.0000
25.6379	231.6447
25.6658	231.1630
25.6937	231.5000
25.7217	232.4864
25.7496	233.0000
25.7775	233.4592
25.8055	234.0000
25.8334	233.5679
25.8613	232.5815
25.8892	232.5731
25.9172	233.2722
25.9451	233.9103
25.9730	234.5991
26.0010	235.0000
26.0289	235.6739
26.0568	236.6766
26.0847	235.0706
26.1127	232.8358
26.1406	232.3261
26.1685	231.5641
26.1964	231.0000
26.2244	230.7581
26.2523	229.7717
26.2802	228.7853
26.3082	227.5978
26.3361	225.7656
26.3640	224.7543
26.3919	223.3587
26.4199	219.8182
26.4478	217.8525
26.4757	212.3346
26.5037	206.8190
26.5316	202.8253
26.5595	200.7135
26.5874	197.8696
26.6154	195.7935
26.6433	191.9620
26.6712	190.9755
26.6992	189.9783
26.7271	188.0054
26.7550	186.8238
26.7829	184.0789
26.8109	184.4575
26.8388	185.2581
26.8667	185.1522
26.8946	184.0951
26.9226	183.4286
26.9505	181.8967
26.9784	183.7500
27.0064	185.7228
27.0343	186.8478
27.0622	189.4937
27.0901	191.6413
27.1181	195.4827
27.1460	198.4792
27.1739	204.7390
27.2019	209.8772
27.2298	214.7881
27.2577	218.8601
27.2856	220.6450
27.3136	221.3250
27.3415	223.9804
27.3694	225.5359
27.3974	227.9957
27.4253	229.0000
27.4532	229.6440
27.4811	230.3563
27.5091	231.0190
27.5370	231.6981
27.5649	232.0000
27.5928	232.0000
27.6208	231.8594
27.6487	231.5870
27.6766	231.7323
27.7046	232.0000
27.7325	232.5081
27.7604	233.4946
27.7883	234.0000
27.8163	234.4674
27.8442	234.2946
27.8721	233.5984
27.9001	234.0000
27.9280	233.5435
27.9559	232.4765
27.9838	232.0000
28.0118	232.1983
28.0397	233.0544
28.0676	233.2172
28.0956	231.6685
28.1235	231.0000
28.1514	231.0000
28.1793	230.7092
28.2073	230.0000
28.2352	230.0000
28.2631	229.7500
28.2910	228.6902
28.3190	227.3309
28.3469	226.6078
28.3748	224.4509
28.4028	223.9718
28.4307	221.6848
28.4586	219.8096
28.4865	217.8587
28.5145	216.5572
28.5424	212.7989
28.5703	207.8841
28.5983	204.5690
28.6262	199.7799
28.6541	196.8206
28.6820	193.9538
28.7100	192.8696
28.7379	188.9766
28.7658	187.9294
28.7938	187.1060
28.8217	187.2609
28.8496	186.4592
28.8775	185.0776
28.9055	184.0625
28.9334	183.0761
28.9613	182.0829
28.9892	182.2144
29.0172	183.8133
29.0451	185.7391
29.0730	186.0000
29.1010	186.8424
29.1289	187.0000
29.1568	187.1772
29.1847	189.7853
29.2127	192.4793
29.2406	195.5507
29.2685	200.6956
29.2965	206.4350
29.3244	211.4207
29.3523	215.5217
29.3802	216.8469
29.4082	218.3859
29.4361	219.6794
29.4640	220.6549
29.4920	220.2873
29.5199	220.6386
29.5478	222.2500
29.5757	223.0000
29.6037	224.0917
29.6316	224.9955
29.6595	224.3640
29.6874	224.0000
29.7154	224.5435
29.7433	225.3398
29.7712	225.9054
29.7992	226.4699
29.8271	227.0000
29.8550	227.0000
29.8829	226.7489
29.9109	226.7901
29.9388	227.3403
29.9667	227.9685
29.9947	228.1087
30.0226	228.1647
30.0505	227.6196
30.0784	227.0000
30.1064	226.6467
30.1343	226.0000
30.1622	226.0000
30.1902	226.0000
30.2181	225.8765
30.2460	225.3030
30.2739	224.9291
30.3019	224.6693
30.3298	224.0493
30.3577	223.7690
30.3856	222.7826
30.4136	222.0000
30.4415	222.0000
30.4694	222.0000
30.4974	221.7935
30.5253	220.4328
30.5532	217.6196
30.5811	215.2879
30.6091	213.8365
30.6370	209.5245
30.6649	204.7772
30.6929	202.0489
30.7208	200.2391
30.7487	198.3270
30.7766	193.9096
30.8046	190.8098
30.8325	189.0000
30.8604	186.0408
30.8884	184.0544
30.9163	182.0815
30.9442	182.9456
30.9721	182.0679
31.0001	182.8985
31.0280	183.1144
31.0559	183.3044
31.0838	182.5897
31.1118	183.1752
31.1397	183.5870
31.1676	184.7864
31.1956	186.4710
31.2235	187.4734
31.2514	188.3505
31.2793	189.9565
31.3073	192.3598
31.3352	195.2663
31.3631	200.4258
31.3911	204.7231
31.4190	208.4348
31.4469	210.8152
31.4748	214.8594
31.5028	217.5586
31.5307	218.0761
31.5586	218.7312
31.5865	219.0000
31.6145	219.0000
31.6424	219.4413
31.6703	219.8913
31.6983	221.1261
31.7262	221.9055
31.7541	221.6582
31.7820	221.7891
31.8100	222.0000
31.8379	221.0449
31.8658	218.5244
31.8938	216.2283
31.9217	217.0705
31.9496	219.2382
31.9775	220.7103
32.0055	222.3640
32.0334	223.0000
32.0613	222.6678
32.0893	222.9832
32.1172	224.1875
32.1451	224.1799
32.1730	223.6522
32.2010	223.3134
32.2289	222.1034
32.2568	221.6929
32.2847	220.7065
32.3127	219.5406
32.3406	218.1956
32.3685	218.0161
32.3965	217.5312
32.4244	216.9983
32.4523	217.5761
32.4802	216.0000
32.5082	215.8554
32.5361	214.8831
32.5640	213.8424
32.5920	212.8560
32.6199	211.6087
32.6478	208.6495
32.6757	205.5084
32.7037	200.7106
32.7316	196.6196
32.7595	191.9844
32.7875	191.4891
32.8154	189.2976
32.8433	185.5161
32.8712	185.0815
32.8992	183.0105
32.9271	183.9810
32.9550	183.4111
32.9829	182.0718
33.0109	180.7941
33.0388	180.0646
33.0667	180.7939
33.0947	179.4810
33.1226	177.4469
33.1505	176.5271
33.1784	177.1630
33.2064	178.5927
33.2343	180.6848
33.2622	181.1848
33.2902	182.9565
33.3181	185.4792
33.3460	188.0781
33.3739	192.6549
33.4019	197.7500
33.4298	202.1087
33.4577	205.7303
33.4857	208.7745
33.5136	211.1928
33.5415	212.6821
33.5694	213.6539
33.5974	214.0925
33.6253	213.4679
33.6532	213.0000
33.6811	212.7730
33.7091	212.7935
33.7370	214.7429
33.7649	216.7439
33.7929	217.6842
33.8208	218.0000
33.8487	218.5326
33.8766	219.0000
33.9046	219.0000
33.9325	218.5563
33.9604	218.1361
33.9884	218.4647
34.0163	219.4511
34.0442	219.5625
34.0721	218.5761
34.1001	217.5897
34.1280	217.3967
34.1559	218.0000
34.1839	218.0000
34.2118	218.0000
34.2397	218.0000
34.2676	217.9456
34.2956	217.5359
34.3235	216.8853
34.3514	216.4565
34.3793	216.2935
34.4073	216.3913
34.4352	216.7201
34.4631	215.1490
34.4911	212.7799
34.5190	212.0000
34.5469	211.6141
34.5748	209.8206
34.6028	208.6576
34.6307	206.6474
34.6586	205.0489
34.6866	202.5625
34.7145	199.1141
34.7424	197.0591
34.7703	195.6640
34.7983	191.9892
34.8262	191.4565
34.8541	187.5425
34.8821	187.9594
34.9100	186.7554
34.9379	183.9647
34.9658	183.1413
34.9938	182.3179
35.0217	182.0174
35.0496	182.0000
35.0775	182.0000
35.1055	182.0501
35.1334	182.9176
35.1613	185.1962
35.1893	186.0109
35.2172	185.8044
35.2451	185.4783
35.2730	187.4795
35.3010	188.0000
35.3289	187.3906
35.3568	187.8820
35.3848	190.0231
35.4127	190.9405
35.4406	191.8323
35.4685	191.9514
35.4965	191.9386
35.5244	191.7193
35.5523	193.5571
35.5803	195.4680
35.6082	198.7065
35.6361	200.7354
35.6640	202.0625
35.6920	202.5041
35.7199	203.1143
35.7478	202.8809
35.7757	203.8997
35.8037	205.5815
35.8316	206.5679
35.8595	207.5544
35.8875	207.4592
35.9154	207.0000
35.9433	207.4299
35.9712	208.0000
35.9992	208.1630
36.0271	208.1719
36.0550	208.0000
36.0830	208.0000
36.1109	208.0798
36.1388	208.0217
36.1667	208.4049
36.1947	209.0000
36.2226	209.5543
36.2505	210.6304
36.2785	210.5153
36.3064	210.0000
36.3343	210.0000
36.3622	209.6902
36.3902	208.7038
36.4181	207.6560
36.4460	206.1261
36.4739	205.0486
36.5019	204.7581
36.5298	203.8313
36.5577	203.2092
36.5857	201.9487
36.6136	199.0156
36.6415	197.6522
36.6694	195.6277
36.6974	193.7989
36.7253	191.1619
36.7532	189.2476
36.7812	187.5919
36.8091	188.0000
36.8370	187.9212
36.8649	186.8044
36.8929	183.8771
36.9208	181.3804
36.9487	179.2863
36.9767	179.0000
37.0046	179.0325
37.0325	179.9869
37.0604	180.0000
37.0884	178.5444
37.1163	177.3723
37.1442	177.9401
37.1721	178.0217
37.2001	178.9362
37.2280	179.8886
37.2559	180.0000
37.2839	180.0000
37.3118	179.8526
37.3397	179.1640
37.3676	183.9512
37.3956	185.8071
37.4235	187.2075
37.4514	187.3587
37.4794	187.9620
37.5073	188.0081
37.5352	190.2174
37.5631	191.7255
37.5911	194.1359
37.6190	195.6984
37.6469	197.2207
37.6749	199.2516
37.7028	200.7663
37.7307	201.2717
37.7586	200.8044
37.7866	200.2291
37.8145	199.3967
37.8424	198.4552
37.8703	198.0870
37.8983	198.2500
37.9262	198.6398
37.9541	199.3791
37.9821	200.2609
38.0100	201.3606
38.0379	201.4725
38.0658	201.3712
38.0938	202.0761
38.1217	202.6972
38.1496	203.0000
38.1776	202.6244
38.2055	202.0000
38.2334	201.6005
38.2613	202.3002
38.2893	204.1603
38.3172	202.9783
38.3451	201.5136
38.3731	200.6757
38.4010	200.4440
38.4289	200.6956
38.4568	199.8515
38.4848	198.7717
38.5127	196.8565
38.5406	195.5000
38.5685	194.1630
38.5965	194.3261
38.6244	194.5960
38.6523	195.0681
38.6803	195.1511
38.7082	194.3261
38.7361	191.0000
38.7640	190.8587
38.7920	189.9403
38.8199	189.1413
38.8478	187.2065
38.8758	186.9565
38.9037	185.8804
38.9316	185.6745
38.9595	184.9794
