Distance_(mm)	Gray_Value
12.6760	234.3179
12.7035	234.8604
12.7310	234.4776
12.7585	233.9642
12.7860	233.2912
12.8135	232.4306
12.8410	232.0000
12.8685	232.5118
12.8960	234.1983
12.9235	235.9258
12.9510	237.2592
12.9785	238.0000
13.0060	238.7354
13.0335	240.3389
13.0610	241.3100
13.0885	242.0000
13.1160	242.1057
13.1435	242.6140
13.1710	242.8130
13.1985	244.8646
13.2260	245.1371
13.2534	245.7834
13.2809	243.9205
13.3084	243.0000
13.3359	243.1253
13.3634	245.9811
13.3909	247.9284
13.4184	249.6641
13.4459	250.0201
13.4734	250.0315
13.5009	250.0000
13.5284	250.8201
13.5559	251.0000
13.5834	250.0227
13.6109	248.4790
13.6384	246.9083
13.6659	247.4410
13.6934	249.2943
13.7209	250.9823
13.7484	252.3224
13.7759	253.0000
13.8034	253.0000
13.8309	252.8146
13.8584	252.6804
13.8859	253.4454
13.9134	254.4670
13.9409	255.0000
13.9684	254.8439
13.9959	254.5388
14.0234	253.6987
14.0509	252.9229
14.0784	252.6050
14.1058	252.8364
14.1333	251.8148
14.1608	251.2024
14.1883	251.0616
14.2158	251.7468
14.2433	251.9322
14.2708	250.9917
14.2983	250.5633
14.3258	250.3240
14.3533	250.0038
14.3808	249.0734
14.4083	249.0000
14.4358	249.0000
14.4633	248.2670
14.4908	247.8882
14.5183	247.3742
14.5458	245.0031
14.5733	243.4454
14.6008	242.3039
14.6283	241.3327
14.6558	240.3616
14.6833	239.3904
14.7108	238.4192
14.7383	238.0000
14.7658	237.4769
14.7933	236.5057
14.8208	236.0000
14.8483	236.2227
14.8758	236.4620
14.9033	236.7013
14.9307	236.9406
14.9582	236.9037
14.9857	236.8177
15.0132	237.0901
15.0407	237.7350
15.0682	239.8629
15.0957	239.8676
15.1232	241.0000
15.1507	241.2393
15.1782	243.0908
15.2057	244.2480
15.2332	248.0190
15.2607	248.8122
15.2882	249.0515
15.3157	249.0155
15.3432	248.0821
15.3707	248.0000
15.3982	248.8603
15.4257	249.0000
15.4532	249.0000
15.4807	249.5623
15.5082	249.9913
15.5357	250.7744
15.5632	251.0000
15.5907	251.0000
15.6182	251.6297
15.6457	252.6657
15.6732	252.4279
15.7007	252.0000
15.7282	252.5144
15.7557	253.4856
15.7832	254.4568
15.8106	255.0000
15.8381	255.0000
15.8656	255.0000
15.8931	254.7665
15.9206	254.3818
15.9481	253.4323
15.9756	251.7537
16.0031	250.8210
16.0306	249.6089
16.0581	250.1686
16.0856	251.1397
16.1131	251.8804
16.1406	252.4866
16.1681	252.0000
16.1956	252.0000
16.2231	252.1870
16.2506	252.9810
16.2781	252.3749
16.3056	251.2709
16.3331	249.9747
16.3606	249.9429
16.3881	250.0000
16.4156	250.0000
16.4431	249.2349
16.4706	248.7486
16.4981	248.1227
16.5256	247.8779
16.5531	247.3888
16.5806	247.1132
16.6081	246.6814
16.6355	246.0973
16.6630	245.4655
16.6905	244.1180
16.7180	242.7776
16.7455	241.5729
16.7730	240.5284
16.8005	239.6928
16.8280	239.2544
16.8555	239.3834
16.8830	239.5791
16.9105	237.8809
16.9380	235.5904
16.9655	235.5686
16.9930	236.2793
17.0205	236.5528
17.0480	234.6812
17.0755	235.2044
17.1030	237.1467
17.1305	239.0044
17.1580	240.6917
17.1855	241.4236
17.2130	242.3446
17.2405	242.8844
17.2680	243.8724
17.2955	244.8716
17.3230	247.5284
17.3505	248.8133
17.3780	249.0000
17.4055	249.0000
17.4330	249.0000
17.4605	249.6987
17.4880	250.0000
17.5154	250.6411
17.5429	251.6122
17.5704	252.0000
17.5979	252.0000
17.6254	251.4742
17.6529	251.0000
17.6804	251.0605
17.7079	252.3313
17.7354	253.7941
17.7629	253.8430
17.7904	253.8279
17.8179	253.6760
17.8454	253.0000
17.8729	253.1210
17.9004	253.4524
17.9279	254.2087
17.9554	255.0000
17.9829	255.0000
18.0104	255.0000
18.0379	255.0000
18.0654	255.0000
18.0929	255.0000
18.1204	254.9951
18.1479	254.0816
18.1754	253.2198
18.2029	253.4175
18.2304	253.3772
18.2579	253.1039
18.2854	253.0225
18.3129	251.5914
18.3404	249.6959
18.3678	249.0370
18.3953	250.4115
18.4228	250.5390
18.4503	248.5878
18.4778	247.8105
18.5053	247.4763
18.5328	247.0035
18.5603	246.7684
18.5878	246.2507
18.6153	246.9730
18.6428	247.8669
18.6703	248.0000
18.6978	247.8895
18.7253	246.8588
18.7528	243.7642
18.7803	240.4717
18.8078	237.3493
18.8353	235.8793
18.8628	234.7154
18.8903	234.6000
18.9178	234.2990
18.9453	234.0000
18.9728	233.8865
19.0003	232.8306
19.0278	230.9667
19.0553	230.2681
19.0828	233.9931
19.1103	234.9694
19.1378	235.0000
19.1653	235.9118
19.1928	237.7659
19.2202	238.0000
19.2477	240.4760
19.2752	241.7965
19.3027	242.7677
19.3302	243.6791
19.3577	245.0877
19.3852	246.4557
19.4127	247.6524
19.4402	247.6980
19.4677	246.5546
19.4952	245.4809
19.5227	247.2445
19.5502	249.8710
19.5777	251.1939
19.6052	252.2070
19.6327	252.2777
19.6602	251.4061
19.6877	249.8326
19.7152	247.9275
19.7427	247.9664
19.7702	251.2201
19.7977	252.2009
19.8252	253.6838
19.8527	254.1815
19.8802	253.9876
19.9077	254.1336
19.9352	255.0000
19.9627	254.8277
19.9902	252.9734
20.0177	253.0000
20.0452	253.0000
20.0726	253.0000
20.1001	253.0000
20.1276	253.0000
20.1551	253.0000
20.1826	253.0000
20.2101	253.8166
20.2376	253.8742
20.2651	253.1530
20.2926	253.0000
20.3201	252.2987
20.3476	251.3547
20.3751	249.2764
20.4026	247.3319
20.4301	246.2148
20.4576	246.5348
20.4851	246.7205
20.5126	246.4812
20.5401	245.7712
20.5676	245.0003
20.5951	245.0000
20.6226	245.0000
20.6501	243.7806
20.6776	240.4376
20.7051	239.6279
20.7326	240.4332
20.7601	240.6725
20.7876	240.7004
20.8151	239.2737
20.8426	235.9118
20.8701	233.3983
20.8976	231.0961
20.9250	232.1083
20.9525	232.3476
20.9800	232.5717
21.0075	231.0351
21.0350	229.9170
21.0625	229.3904
21.0900	228.9118
21.1175	229.7893
21.1450	229.9810
21.1725	230.7575
21.2000	231.0000
21.2275	232.5004
21.2550	234.4428
21.2825	235.6252
21.3100	237.0232
21.3375	239.8419
21.3650	241.6309
21.3925	241.9527
21.4200	242.9642
21.4475	244.3539
21.4750	245.1037
21.5025	246.3860
21.5300	247.5668
21.5575	247.1568
21.5850	247.1485
21.6125	247.6026
21.6400	248.6699
21.6675	248.4306
21.6950	248.4017
21.7225	249.6943
21.7500	252.0582
21.7774	252.4351
21.8049	252.0000
21.8324	251.7677
21.8599	250.0000
21.8874	250.0000
21.9149	250.0000
21.9424	249.9991
21.9699	249.0280
21.9974	249.0000
22.0249	249.0000
22.0524	249.8856
22.0799	250.8568
22.1074	251.3297
22.1349	251.6376
22.1624	251.1066
22.1899	250.2585
22.2174	249.2873
22.2449	248.3162
22.2724	248.0000
22.2999	248.6996
22.3274	249.7233
22.3549	249.4314
22.3824	248.8873
22.4099	248.4585
22.4374	247.6000
22.4649	245.3910
22.4924	242.2234
22.5199	241.0293
22.5474	240.9167
22.5749	241.0293
22.6024	241.7818
22.6298	241.3354
22.6573	241.8157
22.6848	241.5424
22.7123	241.2751
22.7398	239.4393
22.7673	236.7275
22.7948	234.8261
22.8223	233.4629
22.8498	231.7598
22.8773	229.8992
22.9048	229.3267
22.9323	227.0677
22.9598	224.5393
22.9873	223.0943
23.0148	221.8643
23.0423	220.6175
23.0698	220.8601
23.0973	221.7904
23.1248	222.0000
23.1523	223.4655
23.1798	223.2961
23.2073	224.3703
23.2348	227.0130
23.2623	229.5752
23.2898	231.3055
23.3173	233.0791
23.3448	233.9218
23.3723	236.5109
23.3998	239.6412
23.4273	240.9531
23.4548	241.8760
23.4822	241.3904
23.5097	241.0000
23.5372	241.6585
23.5647	243.2436
23.5922	244.0871
23.6197	244.8026
23.6472	245.8421
23.6747	246.0384
23.7022	246.2343
23.7297	246.0659
23.7572	246.7804
23.7847	247.0696
23.8122	247.9590
23.8397	247.0000
23.8672	247.0000
23.8947	247.9546
23.9222	248.9258
23.9497	249.0000
23.9772	249.8681
24.0047	249.2362
24.0322	249.0000
24.0597	249.7817
24.0872	249.2472
24.1147	249.0000
24.1422	248.6245
24.1697	249.0376
24.1972	249.3824
24.2247	249.6489
24.2522	250.0000
24.2797	248.3467
24.3072	247.0000
24.3346	247.0000
24.3621	246.5354
24.3896	246.0000
24.4171	245.5930
24.4446	245.0000
24.4721	245.0000
24.4996	244.5317
24.5271	243.7083
24.5546	242.5541
24.5821	241.0495
24.6096	241.0000
24.6371	241.0730
24.6646	241.8009
24.6921	242.9053
24.7196	242.8082
24.7471	240.5292
24.7746	238.8707
24.8021	234.9895
24.8296	232.1628
24.8571	232.0178
24.8846	229.2489
24.9121	228.1118
24.9396	226.2017
24.9671	224.2421
24.9946	223.1983
25.0221	222.0448
25.0496	222.0009
25.0771	220.9374
25.1046	220.0358
25.1321	219.5572
25.1596	219.6827
25.1870	219.2000
25.2145	219.1319
25.2420	220.9485
25.2695	222.5535
25.2970	224.2969
25.3245	226.2402
25.3520	228.7083
25.3795	231.7965
25.4070	234.5200
25.4345	237.2332
25.4620	237.1849
25.4895	237.8323
25.5170	238.0000
25.5445	238.0701
25.5720	239.1397
25.5995	241.7895
25.6270	242.0248
25.6545	242.1100
25.6820	243.0412
25.7095	243.7600
25.7370	243.9767
25.7645	243.0052
25.7920	243.0000
25.8195	243.0000
25.8470	243.9083
25.8745	243.8395
25.9020	243.9370
25.9295	244.2785
25.9570	244.0206
25.9845	243.6876
26.0120	243.2419
26.0394	243.7395
26.0669	243.5236
26.0944	244.2690
26.1219	244.6638
26.1494	244.9264
26.1769	244.3472
26.2044	244.0000
26.2319	243.4952
26.2594	243.0000
26.2869	242.8981
26.3144	243.8367
26.3419	245.2919
26.3694	245.5100
26.3969	244.9389
26.4244	243.7284
26.4519	242.7258
26.4794	242.0000
26.5069	242.1487
26.5344	242.3764
26.5619	240.0000
26.5894	239.6622
26.6169	237.5424
26.6444	236.7465
26.6719	234.9073
26.6994	232.5939
26.7269	229.4411
26.7544	225.3310
26.7819	223.9184
26.8094	220.9505
26.8369	218.3156
26.8644	215.8154
26.8918	215.0367
26.9193	213.7074
26.9468	211.6151
26.9743	210.0950
27.0018	209.9982
27.0293	210.6690
27.0568	210.3598
27.0843	210.0000
27.1118	210.0000
27.1393	209.4463
27.1668	209.2255
27.1943	209.8332
27.2218	211.8261
27.2493	214.5860
27.2768	216.6157
27.3043	218.7685
27.3318	220.3132
27.3593	223.3232
27.3868	225.4716
27.4143	229.2655
27.4418	230.6681
27.4693	233.5269
27.4968	235.3013
27.5243	235.6096
27.5518	236.1214
27.5793	237.0926
27.6068	238.0638
27.6343	239.0000
27.6618	239.0000
27.6893	239.0000
27.7168	239.9485
27.7442	241.4208
27.7717	242.1965
27.7992	242.0664
27.8267	242.3144
27.8542	241.6221
27.8817	241.5835
27.9092	241.3071
27.9367	240.1152
27.9642	239.8851
27.9917	240.0000
28.0192	241.1669
28.0467	242.0526
28.0742	242.7130
28.1017	243.3084
28.1292	242.2568
28.1567	241.0000
28.1842	241.3284
28.2117	241.2720
28.2392	240.5991
28.2667	239.6268
28.2942	238.7395
28.3217	238.4803
28.3492	237.9429
28.3767	236.0000
28.4042	235.7720
28.4317	234.8009
28.4592	233.6594
28.4867	231.8585
28.5142	230.6795
28.5417	228.3948
28.5692	228.5240
28.5966	226.8210
28.6241	225.1179
28.6516	223.0739
28.6791	222.0603
28.7066	219.2672
28.7341	216.4770
28.7616	215.7651
28.7891	214.8203
28.8166	211.9429
28.8441	209.4393
28.8716	207.9956
28.8991	207.4943
28.9266	206.5747
28.9541	206.0157
28.9816	206.5383
29.0091	207.2749
29.0366	206.1753
29.0641	205.0314
29.0916	205.6882
29.1191	206.6211
29.1466	208.3715
29.1741	209.8987
29.2016	210.1921
29.2291	210.7546
29.2566	211.4897
29.2841	212.2616
29.3116	213.2769
29.3391	214.0000
29.3666	214.6576
29.3941	217.1904
29.4216	218.8079
29.4490	223.1715
29.4765	224.6837
29.5040	226.0173
29.5315	226.0921
29.5590	227.7729
29.5865	228.9831
29.6140	229.6983
29.6415	229.9977
29.6690	230.4122
29.6965	230.0175
29.7240	230.9020
29.7515	230.2463
29.7790	230.6584
29.8065	230.1445
29.8340	230.9904
29.8615	231.0356
29.8890	231.1205
29.9165	231.5911
29.9440	231.8304
29.9715	231.8384
29.9990	232.0000
30.0265	231.4725
30.0540	230.7226
30.0815	230.2044
30.1090	230.4606
30.1365	231.4122
30.1640	232.5699
30.1915	233.1595
30.2190	232.6768
30.2465	232.0000
30.2740	231.8581
30.3014	231.7100
30.3289	231.7389
30.3564	231.0000
30.3839	230.4761
30.4114	227.2915
30.4389	226.9048
30.4664	225.9433
30.4939	225.3707
30.5214	224.9913
30.5489	224.0201
30.5764	221.3478
30.6039	220.4467
30.6314	218.2751
30.6589	214.6963
30.6864	213.1642
30.7139	211.9513
30.7414	211.4611
30.7689	210.4725
30.7964	207.8335
30.8239	205.7942
30.8514	206.1642
30.8789	205.6306
30.9064	205.0100
30.9339	204.9094
30.9614	205.5476
30.9889	206.0000
31.0164	206.0000
31.0439	206.0000
31.0714	204.4482
31.0989	202.7911
31.1264	204.1240
31.1538	206.3015
31.1813	207.0659
31.2088	208.2882
31.2363	209.5587
31.2638	211.2306
31.2913	212.2673
31.3188	213.7371
31.3463	215.2641
31.3738	218.2256
31.4013	219.9773
31.4288	222.5087
31.4563	222.9931
31.4838	223.0000
