Distance_(mm)	Gray_Value
4.2564	192.1051
4.2837	190.9465
4.3110	191.5470
4.3383	189.5490
4.3656	189.2900
4.3929	190.8679
4.4201	191.7147
4.4474	191.6006
4.4747	192.1208
4.5020	193.7793
4.5293	194.9177
4.5566	198.0229
4.5839	201.9199
4.6111	204.5895
4.6384	206.4364
4.6657	208.2999
4.6930	211.6178
4.7203	215.2854
4.7476	218.1507
4.7749	221.3936
4.8021	224.9625
4.8294	227.5819
4.8567	230.2575
4.8840	232.4499
4.9113	233.4523
4.9386	234.1789
4.9658	235.1878
4.9931	236.0000
5.0204	236.4401
5.0477	237.3121
5.0750	237.5354
5.1023	237.8252
5.1296	238.7506
5.1568	241.3841
5.1841	242.0000
5.2114	242.0000
5.2387	242.1491
5.2660	242.9014
5.2933	242.7098
5.3205	243.0000
5.3478	243.0370
5.3751	243.9919
5.4024	244.0000
5.4297	242.4817
5.4570	242.6618
5.4843	242.9910
5.5115	243.0000
5.5388	243.2890
5.5661	243.5550
5.5934	243.7783
5.6207	244.0016
5.6480	244.0517
5.6753	244.0000
5.7025	243.2804
5.7298	243.0000
5.7571	243.0000
5.7844	243.0000
5.8117	242.3814
5.8390	241.4067
5.8662	240.9935
5.8935	240.7653
5.9208	240.5420
5.9481	240.1618
5.9754	239.5330
6.0027	238.5583
6.0300	237.1671
6.0572	235.8336
6.0845	235.1400
6.1118	233.3326
6.1391	231.6075
6.1664	229.3716
6.1937	225.6973
6.2210	223.7604
6.2482	222.3549
6.2755	220.6218
6.3028	218.1533
6.3301	212.9424
6.3574	209.5194
6.3847	205.8240
6.4119	204.0328
6.4392	204.2616
6.4665	203.0513
6.4938	200.8805
6.5211	199.6675
6.5484	200.5461
6.5757	200.3087
6.6029	199.9907
6.6302	200.8606
6.6575	202.6707
6.6848	204.1514
6.7121	204.9716
6.7394	205.4341
6.7666	207.9611
6.7939	210.6706
6.8212	215.2461
6.8485	220.3604
6.8758	224.8068
6.9031	229.2348
6.9304	233.9136
6.9576	238.2298
6.9849	240.5322
7.0122	241.0000
7.0395	241.4817
7.0668	242.4564
7.0941	242.5689
7.1214	242.0000
7.1486	242.9489
7.1759	244.2698
7.2032	245.0213
7.2305	246.9461
7.2578	246.4322
7.2851	245.8415
7.3123	245.1532
7.3396	245.2738
7.3669	246.5980
7.3942	248.1532
7.4215	248.9053
7.4488	248.1356
7.4761	248.8278
7.5033	249.0000
7.5306	249.0000
7.5579	248.9984
7.5852	248.1016
7.6125	248.9659
7.6398	249.0000
7.6670	249.0000
7.6943	248.9765
7.7216	248.1500
7.7489	248.0000
7.7762	247.2005
7.8035	247.0000
7.8308	247.0000
7.8580	246.5028
7.8853	246.8602
7.9126	247.0000
7.9399	247.0000
7.9672	246.7938
7.9945	246.2297
8.0218	246.0000
8.0490	246.0000
8.0763	245.4308
8.1036	244.5037
8.1309	244.0000
8.1582	243.5542
8.1855	243.0000
8.2127	242.2095
8.2400	240.6300
8.2673	239.7716
8.2946	238.7946
8.3219	236.8553
8.3492	233.7058
8.3765	230.6015
8.4037	226.4003
8.4310	220.6103
8.4583	217.5591
8.4856	213.4083
8.5129	212.1718
8.5402	210.8158
8.5674	209.1779
8.5947	210.0000
8.6220	210.0071
8.6493	210.2092
8.6766	208.0562
8.7039	207.0455
8.7312	207.0000
8.7584	207.0000
8.7857	209.5941
8.8130	210.8601
8.8403	213.4425
8.8676	216.3667
8.8949	217.7637
8.9222	220.2152
8.9494	222.4262
8.9767	225.7514
9.0040	230.3130
9.0313	235.1326
9.0586	238.9747
9.0859	240.9487
9.1131	242.9412
9.1404	244.0000
9.1677	244.4948
9.1950	244.7449
9.2223	245.6628
9.2496	247.4352
9.2769	248.7892
9.3041	249.8517
9.3314	249.6284
9.3587	249.6039
9.3860	250.0000
9.4133	250.0000
9.4406	250.0000
9.4679	250.2331
9.4951	251.2078
9.5224	251.8055
9.5497	250.8427
9.5770	250.0000
9.6043	250.1490
9.6316	251.3350
9.6588	252.8391
9.6861	251.0000
9.7134	251.0057
9.7407	251.9804
9.7680	252.9552
9.7953	253.9299
9.8226	254.0000
9.8498	253.1206
9.8771	252.1459
9.9044	253.6577
9.9317	253.1964
9.9590	252.2217
9.9863	252.0000
10.0135	252.0332
10.0408	251.1198
10.0681	250.1933
10.0954	249.7550
10.1227	249.3164
10.1500	249.0709
10.1773	249.5314
10.2045	249.4825
10.2318	248.7335
10.2591	248.0359
10.2864	247.8219
10.3137	246.7286
10.3410	245.1519
10.3683	243.8002
10.3955	242.6259
10.4228	242.0000
10.4501	241.5235
10.4774	240.1540
10.5047	238.1620
10.5320	234.5134
10.5592	230.0354
10.5865	229.1774
10.6138	226.8280
10.6411	225.3227
10.6684	221.2838
10.6957	217.5412
10.7230	213.4083
10.7502	212.1231
10.7775	214.0365
10.8048	215.5620
10.8321	215.0105
10.8594	215.9446
10.8867	216.0922
10.9139	220.5045
10.9412	222.3439
10.9685	224.6511
10.9958	226.6365
11.0231	229.1622
11.0504	231.8631
11.0777	234.8139
11.1049	236.4985
11.1322	240.5697
11.1595	243.2222
11.1868	243.7563
11.2141	243.9155
11.2414	244.0006
11.2687	244.7922
11.2959	245.4499
11.3232	245.8415
11.3505	246.0507
11.3778	246.5287
11.4051	247.4393
11.4324	248.4140
11.4596	249.0000
11.4869	249.0000
11.5142	249.0000
11.5415	249.1439
11.5688	250.0619
11.5961	251.2624
11.6234	251.9693
11.6506	251.5100
11.6779	251.3733
11.7052	253.0000
11.7325	252.8442
11.7598	252.0000
11.7871	251.9546
11.8143	251.6510
11.8416	250.9971
11.8689	251.1394
11.8962	251.3627
11.9235	248.7082
11.9508	249.7433
11.9781	250.0000
12.0053	250.8835
12.0326	250.5531
12.0599	250.7025
12.0872	250.1182
12.1145	250.1491
12.1418	249.1402
12.1691	249.4874
12.1963	249.9469
12.2236	250.0424
12.2509	249.6096
12.2782	249.4890
12.3055	249.4552
12.3328	249.0644
12.3600	248.6039
12.3873	247.8525
12.4146	246.7956
12.4419	245.5208
12.4692	244.5461
12.4965	244.0000
12.5238	243.5966
12.5510	242.8949
12.5783	242.2589
12.6056	240.6724
12.6329	239.6976
12.6602	238.7229
12.6875	237.7482
12.7148	236.3203
12.7420	233.5974
12.7693	231.2093
12.7966	227.6215
12.8239	226.6235
12.8512	224.2608
12.8785	224.8500
12.9057	223.1305
12.9330	225.8447
12.9603	225.9283
12.9876	226.2796
13.0149	226.5183
13.0422	226.7417
13.0695	227.8946
13.0967	230.6425
13.1240	231.8476
13.1513	232.8223
13.1786	234.3681
13.2059	237.3340
13.2332	238.7465
13.2604	241.8851
13.2877	243.6960
13.3150	245.3415
13.3423	246.6455
13.3696	247.0000
13.3969	247.0000
13.4242	247.4945
13.4514	247.9087
13.4787	247.8487
13.5060	248.9878
13.5333	250.4686
13.5606	251.0000
13.5879	251.0000
13.6152	250.7765
13.6424	251.0220
13.6697	251.9614
13.6970	251.9359
13.7243	251.4459
13.7516	251.5729
13.7789	251.6440
13.8061	252.0069
13.8334	251.7140
13.8607	251.6773
13.8880	251.0073
13.9153	250.6434
13.9426	253.1594
13.9699	254.3747
13.9971	255.0000
14.0244	255.0000
14.0517	255.0000
14.0790	254.2557
14.1063	254.9660
14.1336	255.0000
14.1608	254.1125
14.1881	254.0000
14.2154	253.4509
14.2427	253.1068
14.2700	252.8353
14.2973	252.2388
14.3246	252.0000
14.3518	251.2893
14.3791	250.5313
14.4064	250.6917
14.4337	250.8696
14.4610	250.6463
14.4883	248.6699
14.5156	246.6406
14.5428	246.5338
14.5701	246.4914
14.5974	246.0287
14.6247	245.7902
14.6520	245.9640
14.6793	246.0000
14.7065	244.8533
14.7338	241.2152
14.7611	237.0049
14.7884	233.8050
14.8157	230.1478
14.8430	225.6110
14.8703	224.5411
14.8975	224.0000
14.9248	223.8770
14.9521	223.8452
14.9794	223.0773
15.0067	223.7156
15.0340	223.2445
15.0612	225.5617
15.0885	227.0163
15.1158	229.8553
15.1431	230.9322
15.1704	233.7060
15.1977	234.5444
15.2250	235.8429
15.2522	237.7539
15.2795	243.0728
15.3068	244.7784
15.3341	245.8011
15.3614	246.7759
15.3887	247.7102
15.4160	248.0000
15.4432	248.0000
15.4705	248.0000
15.4978	248.5453
15.5251	249.0000
15.5524	249.5990
15.5797	250.0000
15.6069	250.0000
15.6342	250.0000
15.6615	249.8207
15.6888	250.0701
15.7161	250.8215
15.7434	251.1508
15.7707	251.0000
15.7979	251.0000
15.8252	251.1798
15.8525	251.8252
15.8798	252.2857
15.9071	253.1891
15.9344	253.4124
15.9616	253.6357
15.9889	253.8590
16.0162	254.0000
16.0435	254.0000
16.0708	254.0000
16.0981	254.0000
16.1254	254.0000
16.1526	254.1989
16.1799	254.4250
16.2072	254.3567
16.2345	254.1312
16.2618	253.0525
16.2891	253.0000
16.3164	253.0000
16.3436	252.1337
16.3709	251.1589
16.3982	251.2086
16.4255	251.4319
16.4528	250.8900
16.4801	250.1385
16.5073	249.2852
16.5346	248.3105
16.5619	247.6357
16.5892	247.0824
16.6165	247.6107
16.6438	247.6300
16.6711	246.6298
16.6983	245.4621
16.7256	244.4874
16.7529	243.4010
16.7802	242.2029
16.8075	240.8119
16.8348	239.4086
16.8621	237.0606
16.8893	232.6887
16.9166	229.8769
16.9439	228.6357
16.9712	229.3871
16.9985	229.3586
17.0258	227.1858
17.0530	225.2225
17.0803	224.5386
17.1076	226.6480
17.1349	230.0318
17.1622	230.5113
17.1895	231.4523
17.2168	233.0526
17.2440	237.0283
17.2713	237.6628
17.2986	239.9538
17.3259	239.8097
17.3532	240.9788
17.3805	241.4955
17.4077	242.4081
17.4350	242.3617
17.4623	242.9128
17.4896	243.8052
17.5169	244.7800
17.5442	245.7547
17.5715	246.7294
17.5987	247.7042
17.6260	248.0000
17.6533	248.0000
17.6806	249.2567
17.7079	249.9563
17.7352	251.7335
17.7625	253.0000
17.7897	252.7877
17.8170	252.4087
17.8443	251.5442
17.8716	251.1466
17.8989	251.8525
17.9262	253.4010
17.9534	253.6243
17.9807	253.1606
18.0080	253.3839
18.0353	253.4251
18.0626	253.0000
18.0899	253.0538
18.1172	253.2771
18.1444	253.5002
18.1717	253.2283
18.1990	252.8438
18.2263	251.8979
18.2536	251.2958
18.2809	250.5444
18.3081	249.8403
18.3354	250.1271
18.3627	250.5738
18.3900	250.5247
18.4173	249.3454
18.4446	248.1223
18.4719	248.1801
18.4991	248.0523
18.5264	248.0000
18.5537	248.0000
18.5810	247.1903
18.6083	247.0000
18.6356	247.0000
18.6629	246.8155
18.6901	246.2962
18.7174	246.0630
18.7447	244.9796
18.7720	243.6255
18.7993	242.4075
18.8266	240.2983
18.8538	237.9161
18.8811	234.9332
18.9084	231.5257
18.9357	229.5228
18.9630	229.0880
18.9903	228.8315
19.0176	227.2192
19.0448	225.6349
19.0721	224.2905
19.0994	223.1173
19.1267	222.8830
19.1540	223.7384
19.1813	225.2151
19.2085	229.4271
19.2358	231.3765
19.2631	233.1069
19.2904	234.0337
19.3177	234.8875
19.3450	234.2616
19.3723	237.1858
19.3995	240.0733
19.4268	242.0000
19.4541	242.0000
19.4814	243.9218
19.5087	245.8712
19.5360	246.0000
19.5633	246.8851
19.5905	247.2887
19.6178	247.9270
19.6451	248.0000
19.6724	248.0000
19.6997	248.7588
19.7270	249.7335
19.7542	250.4785
19.7815	252.1958
19.8088	253.6577
19.8361	254.0000
19.8634	253.3928
19.8907	252.4181
19.9180	252.5412
19.9452	253.4195
19.9725	253.2216
19.9998	252.8367
20.0271	253.0000
20.0544	252.7359
20.0817	252.6944
20.1089	252.8427
20.1362	252.0416
20.1635	251.3462
20.1908	251.8471
20.2181	252.2382
20.2454	253.0000
20.2727	253.0186
20.2999	253.1741
20.3272	253.5221
20.3545	253.0000
20.3818	253.0000
20.4091	252.6980
20.4364	250.1817
20.4637	249.4817
20.4909	249.7050
20.5182	249.9290
20.5455	250.9793
20.5728	250.4060
20.6001	249.1198
20.6274	247.2005
20.6546	246.1591
20.6819	244.3420
20.7092	244.8240
20.7365	245.0000
20.7638	245.0000
20.7911	244.8793
20.8184	243.8924
20.8456	242.6944
20.8729	239.3658
20.9002	236.6158
20.9275	233.1296
20.9548	230.0081
20.9821	229.4139
21.0094	228.8557
21.0366	227.1369
21.0639	224.9200
21.0912	221.5012
21.1185	218.6432
21.1458	219.2592
21.1731	221.0000
21.2003	221.5497
21.2276	222.1743
21.2549	223.5798
21.2822	227.2934
21.3095	229.4491
21.3368	233.8704
21.3641	235.6888
21.3913	239.1182
21.4186	240.3708
21.4459	243.5472
21.4732	243.7151
21.5005	245.0356
21.5278	244.8879
21.5550	246.0000
21.5823	246.0155
21.6096	246.9902
21.6369	248.0489
21.6642	249.2469
21.6915	249.5306
21.7188	249.9727
21.7460	250.0000
21.7733	251.3410
21.8006	251.8418
21.8279	252.7881
21.8552	253.5651
21.8825	253.4253
21.9098	252.4353
21.9370	250.8757
21.9643	249.7091
21.9916	249.9858
22.0189	251.1135
22.0462	251.9450
22.0735	252.0000
22.1007	252.0000
22.1280	252.0000
22.1553	252.4849
22.1826	253.0000
22.2099	251.7952
22.2372	250.0033
22.2645	250.2200
22.2917	250.4434
22.3190	250.6667
22.3463	250.8900
22.3736	251.1133
22.4009	251.3366
22.4282	251.7643
22.4554	252.0098
22.4827	250.8117
22.5100	249.6137
22.5373	248.4751
22.5646	248.0717
22.5919	248.8191
22.6192	247.9446
22.6464	246.9803
22.6737	246.5669
22.7010	246.0162
22.7283	244.0905
22.7556	242.8483
22.7829	241.1478
22.8102	240.1214
22.8374	239.1467
22.8647	237.3439
22.8920	231.3806
22.9193	227.5439
22.9466	224.7416
22.9739	222.6053
23.0011	222.1488
23.0284	221.0038
23.0557	220.3040
23.0830	219.4043
23.1103	216.6261
23.1376	215.3659
23.1649	215.5892
23.1921	215.8125
23.2194	215.9641
23.2467	216.0000
23.2740	217.1148
23.3013	219.9772
23.3286	221.9291
23.3559	223.5500
23.3831	227.7677
23.4104	231.8900
23.4377	235.4173
23.4650	237.2390
23.4923	238.7408
23.5196	241.1091
23.5468	241.1263
23.5741	239.1205
23.6014	240.4303
23.6287	242.1206
23.6560	243.2488
23.6833	245.8321
23.7106	246.1426
23.7378	247.9804
23.7651	247.0057
23.7924	247.9690
23.8197	248.0000
23.8470	248.0000
23.8743	248.0000
23.9015	248.0000
23.9288	248.0000
23.9561	249.6706
23.9834	250.5636
24.0107	251.2551
24.0380	250.5232
24.0653	250.0118
24.0925	249.3784
24.1198	249.8012
24.1471	251.2812
24.1744	252.6153
24.2017	253.5901
24.2290	253.4352
24.2563	252.4605
24.2835	251.4857
24.3108	251.0000
24.3381	251.3749
24.3654	251.5852
24.3927	251.2123
24.4200	250.6121
24.4472	250.0000
24.4745	249.6626
24.5018	248.6879
24.5291	247.9296
24.5564	247.9780
24.5837	247.8112
24.6110	247.2135
24.6382	246.3967
24.6655	245.1623
24.6928	241.4972
24.7201	238.7386
24.7474	236.9152
24.7747	236.0000
24.8019	235.9662
24.8292	234.9943
24.8565	233.7181
24.8838	230.4539
24.9111	229.0748
24.9384	225.2545
24.9657	222.3136
24.9929	218.5705
25.0202	213.1952
25.0475	206.3565
25.0748	201.9219
25.1021	198.6466
25.1294	198.3332
25.1567	200.1495
25.1839	203.7585
25.2112	206.0894
25.2385	208.0525
25.2658	210.6836
25.2931	213.7531
25.3204	217.6781
25.3476	220.4368
25.3749	222.6870
25.4022	225.8185
25.4295	228.0000
25.4568	228.4279
25.4841	229.2297
25.5114	231.0036
25.5386	233.3863
25.5659	236.6900
25.5932	241.7653
25.6205	243.0498
25.6478	244.0000
25.6751	243.7742
25.7023	243.0000
25.7296	243.3504
25.7569	245.2705
25.7842	246.7506
25.8115	245.0994
25.8388	246.0000
25.8661	246.0000
25.8933	246.0000
25.9206	246.1432
25.9479	246.3667
25.9752	246.9786
26.0025	247.0000
26.0298	247.0000
26.0571	247.0000
26.0843	246.5625
26.1116	246.7066
26.1389	246.9299
26.1662	247.0000
26.1935	247.0000
26.2208	247.0000
26.2480	246.3048
26.2753	246.6699
26.3026	247.0000
26.3299	246.6860
26.3572	246.1223
26.3845	245.3708
26.4118	245.0000
26.4390	245.0000
26.4663	245.4931
26.4936	245.6104
26.5209	244.0900
26.5482	242.4198
26.5755	241.6080
26.6027	240.8996
26.6300	240.6252
26.6573	240.1728
26.6846	239.7594
26.7119	237.5590
26.7392	236.3165
26.7665	233.2743
26.7937	229.6618
26.8210	225.3204
26.8483	221.5819
26.8756	218.5436
26.9029	215.2552
26.9302	215.7715
26.9575	212.5143
26.9847	209.7873
27.0120	205.1351
27.0393	199.8119
27.0666	199.5972
27.0939	201.3810
27.1212	204.5707
27.1484	206.4182
27.1757	205.6801
27.2030	206.9829
27.2303	206.3521
27.2576	206.7604
27.2849	207.2271
27.3122	209.6618
27.3394	213.3265
27.3667	217.5949
27.3940	220.9022
27.4213	223.8264
27.4486	225.5835
27.4759	228.1617
27.5032	230.3931
27.5304	232.7123
27.5577	234.9405
27.5850	236.4990
27.6123	238.0000
27.6396	238.8134
27.6669	240.0000
27.6941	239.2877
27.7214	238.0000
27.7487	238.0321
27.7760	238.5167
27.8033	239.5102
27.8306	241.2298
27.8579	242.2046
27.8851	242.9974
27.9124	243.9830
27.9397	244.2505
27.9670	243.7070
27.9943	242.0090
28.0216	242.4613
28.0488	244.4263
28.0761	244.0000
28.1034	244.0000
28.1307	244.0000
28.1580	243.4948
28.1853	243.0669
28.2126	242.1239
28.2398	241.8939
28.2671	241.9393
28.2944	242.0000
28.3217	242.6159
28.3490	243.0000
28.3763	242.8252
28.4036	242.1610
28.4308	241.5364
28.4581	241.0888
28.4854	238.4555
28.5127	237.0000
28.5400	236.0941
28.5673	234.5408
28.5945	233.4776
28.6218	231.5086
28.6491	229.7762
28.6764	228.4091
28.7037	225.8150
28.7310	223.0636
28.7583	220.7545
28.7855	217.9858
28.8128	215.0237
28.8401	210.7978
28.8674	206.3994
28.8947	202.1644
28.9220	199.9267
28.9492	201.1247
28.9765	201.8053
29.0038	200.4792
29.0311	199.3994
29.0584	199.1597
29.0857	199.0268
29.1130	200.3130
29.1402	201.4427
29.1675	198.3108
29.1948	198.9686
29.2221	199.7775
29.2494	201.0904
29.2767	203.9953
29.3040	205.7534
29.3312	208.5687
29.3585	209.2804
29.3858	214.6340
29.4131	216.0000
29.4404	218.9201
29.4677	220.7139
29.4949	223.0660
29.5222	224.6634
29.5495	225.0000
29.5768	225.6129
29.6041	228.5209
29.6314	231.0607
29.6587	231.4046
29.6859	231.5917
29.7132	233.8521
29.7405	236.1876
29.7678	236.7913
29.7951	236.5892
29.8224	236.3560
29.8496	237.0603
29.8769	237.9870
29.9042	239.0000
29.9315	238.9914
29.9588	238.5977
29.9861	237.8635
30.0134	237.5646
30.0406	237.5930
30.0679	237.0137
30.0952	237.4014
30.1225	238.0000
30.1498	237.9177
30.1771	236.9429
30.2044	235.9682
30.2316	234.9935
30.2589	234.0187
30.2862	231.1320
30.3135	232.0269
30.3408	233.2249
30.3681	233.9452
30.3953	232.2901
30.4226	231.1791
30.4499	230.7873
30.4772	229.0057
30.5045	229.8484
30.5318	228.5746
30.5591	225.8586
30.5863	224.3219
30.6136	222.4023
30.6409	221.2890
30.6682	219.7954
30.6955	217.1406
30.7228	215.0024
30.7500	211.3462
30.7773	206.2103
30.8046	202.9930
30.8319	202.1116
30.8592	201.3476
30.8865	198.9427
30.9138	197.9944
30.9410	198.9677
30.9683	200.5444
30.9956	200.2251
31.0229	199.7529
31.0502	199.0000
31.0775	199.0000
31.1048	199.0000
31.1320	199.0000
31.1593	199.0028
31.1866	199.2421
31.2139	199.7045
31.2412	202.4491
31.2685	203.9633
31.2957	207.1565
31.3230	208.3545
31.3503	209.9584
31.3776	210.7612
31.4049	212.8425
31.4322	213.8949
31.4595	217.4784
31.4867	219.6887
31.5140	221.6381
31.5413	221.8250
31.5686	223.3710
31.5959	222.9214
31.6232	223.5404
31.6504	226.0016
31.6777	228.6538
31.7050	230.1573
31.7323	228.4409
31.7596	225.8851
31.7869	224.7433
31.8142	225.4294
31.8414	226.5159
31.8687	227.0860
31.8960	227.0000
31.9233	227.0000
31.9506	227.0000
31.9779	227.0000
32.0052	227.0000
32.0324	227.0000
32.0597	226.5645
32.0870	225.5009
32.1143	225.5506
32.1416	225.9421
32.1689	225.7188
32.1961	225.4955
32.2234	225.3902
32.2507	226.0000
32.2780	225.6217
32.3053	224.0000
32.3326	223.9389
32.3599	222.9227
32.3871	221.0000
32.4144	221.0000
32.4417	219.0799
32.4690	217.1304
32.4963	216.1261
32.5236	214.3943
32.5508	214.4075
32.5781	213.4893
32.6054	212.3272
32.6327	210.4504
32.6600	209.0141
32.6873	208.1272
32.7146	208.5287
32.7418	206.2421
32.7691	205.0666
32.7964	204.7364
32.8237	203.7531
32.8510	201.8948
32.8783	201.0872
32.9056	200.0846
32.9328	198.4947
32.9601	197.5200
32.9874	197.0000
33.0147	197.5457
33.0420	197.7684
33.0693	197.2714
33.0965	196.8737
33.1238	197.7220
33.1511	198.9029
33.1784	199.3144
33.2057	201.7669
33.2330	201.9924
33.2603	202.2021
33.2875	203.1768
33.3148	204.2031
33.3421	205.3545
33.3694	206.9943
33.3967	207.9223
33.4240	210.9495
33.4513	210.0000
33.4785	210.0000
