Distance_(mm)	Gray_Value
38.3796	221.0137
38.4072	221.4126
38.4348	221.8382
38.4624	222.4579
38.4901	223.0000
38.5177	223.0000
38.5453	223.0000
38.5729	222.5924
38.6005	221.6050
38.6281	221.7647
38.6557	223.3698
38.6833	224.3572
38.7109	225.0335
38.7386	224.9793
38.7662	224.2100
38.7938	223.0000
38.8214	223.0000
38.8490	222.7184
38.8766	222.0000
38.9042	221.7436
38.9318	221.0000
38.9594	220.7688
38.9871	219.7813
39.0147	219.0000
39.0423	218.8415
39.0699	217.6594
39.0975	216.0000
39.1251	216.0000
39.1527	215.9224
39.1803	215.4065
39.2080	213.6200
39.2356	210.6343
39.2632	207.7218
39.2908	204.8603
39.3184	203.1065
39.3460	198.9002
39.3736	194.6085
39.4012	191.7793
39.4288	188.0746
39.4565	186.2137
39.4841	186.0030
39.5117	185.0206
39.5393	181.7249
39.5669	180.1990
39.5945	181.8453
39.6221	181.6420
39.6497	182.8608
39.6773	183.4449
39.7050	182.7607
39.7326	181.9330
39.7602	179.3980
39.7878	179.1311
39.8154	181.5689
39.8430	183.6566
39.8706	186.6268
39.8982	190.1339
39.9258	194.0359
39.9535	196.7840
39.9811	202.5325
40.0087	205.1978
40.0363	206.1717
40.0639	206.2719
40.0915	207.5421
40.1191	208.0000
40.1467	209.9263
40.1743	211.8072
40.2020	213.5058
40.2296	214.2045
40.2572	214.6949
40.2848	215.0057
40.3124	215.1654
40.3400	215.3251
40.3676	216.0738
40.3952	217.2209
40.4228	217.9146
40.4505	218.0000
40.4781	218.5386
40.5057	219.0000
40.5333	219.2275
40.5609	219.6028
40.5885	219.7625
40.6161	219.9221
40.6437	219.6127
40.6713	219.2655
40.6990	218.6486
40.7266	217.8781
40.7542	217.8561
40.7818	218.1196
40.8094	217.6280
40.8370	216.8248
40.8646	217.5483
40.8922	219.1311
40.9198	218.3211
40.9475	217.7845
40.9751	216.0647
41.0027	213.8420
41.0303	213.6823
41.0579	213.5226
41.0855	213.3629
41.1131	212.6546
41.1407	210.7636
41.1683	209.1048
41.1960	205.3663
41.2236	202.1190
41.2512	197.7713
41.2788	194.4797
41.3064	191.3703
41.3340	187.6291
41.3616	185.6302
41.3892	184.5577
41.4168	183.7332
41.4445	182.2587
41.4721	181.7550
41.4997	178.9697
41.5273	178.8798
41.5549	177.0000
41.5825	177.0170
41.6101	177.3436
41.6377	178.0097
41.6653	178.9971
41.6930	179.0000
41.7206	178.3296
41.7482	177.5106
41.7758	176.9284
41.8034	179.0396
41.8310	180.7648
41.8586	183.8555
41.8862	185.4055
41.9138	187.7509
41.9415	189.3834
41.9691	190.8229
41.9967	191.0784
42.0243	192.8455
42.0519	195.7704
42.0795	197.6906
42.1071	200.3869
42.1347	202.8884
42.1623	204.6051
42.1900	204.2169
42.2176	204.6982
42.2452	205.7327
42.2728	207.8033
42.3004	209.3715
42.3280	209.1288
42.3556	208.3011
42.3832	206.7564
42.4109	205.6457
42.4385	205.7606
42.4661	205.6125
42.4937	205.5638
42.5213	205.9541
42.5489	206.5942
42.5765	208.0113
42.6041	209.0580
42.6317	209.5804
42.6594	210.8277
42.6870	211.3686
42.7146	210.4814
42.7422	209.4940
42.7698	209.0000
42.7974	209.2218
42.8250	209.6286
42.8526	210.4556
42.8802	210.1139
42.9079	209.0764
42.9355	208.9193
42.9631	208.4969
42.9907	208.3987
43.0183	207.3097
43.0459	205.6566
43.0735	204.6057
43.1011	204.1943
43.1287	203.8500
43.1564	202.7510
43.1840	200.2433
43.2116	197.6889
43.2392	196.2821
43.2668	193.9737
43.2944	192.6774
43.3220	191.9590
43.3496	189.5649
43.3772	188.5673
43.4049	186.7547
43.4325	185.8088
43.4601	184.8878
43.4877	184.5312
43.5153	184.6909
43.5429	184.5690
43.5705	182.8718
43.5981	181.5375
43.6257	178.0000
43.6534	178.0000
43.6810	178.1557
43.7086	180.0777
43.7362	181.0841
43.7638	181.8420
43.7914	181.2879
43.8190	181.4543
43.8466	182.2147
43.8742	182.5341
43.9019	182.9966
43.9295	184.0509
43.9571	186.8676
43.9847	187.9393
44.0123	190.7802
44.0399	191.0000
44.0675	191.9016
44.0951	193.7382
44.1227	193.9747
44.1504	194.0000
44.1780	194.8512
44.2056	195.0000
44.2332	197.3484
44.2608	198.8163
44.2884	199.9634
44.3160	200.3223
44.3436	200.4820
44.3713	200.6417
44.3989	200.8014
44.4265	200.9611
44.4541	200.1872
44.4817	200.4322
44.5093	201.5680
44.5369	202.9625
44.5645	205.2650
44.5921	206.0807
44.6198	206.6220
44.6474	207.0000
44.6750	206.5024
44.7026	205.8838
44.7302	205.2262
44.7578	205.0000
44.7854	204.4472
44.8130	202.7334
44.8406	201.7166
44.8683	201.7883
44.8959	201.1355
44.9235	199.7371
44.9511	199.0092
44.9787	198.3589
45.0063	197.2118
45.0339	196.5255
45.0615	196.3658
45.0891	196.1163
45.1168	195.5770
45.1444	194.6361
45.1720	193.1882
45.1996	191.4803
45.2272	190.2188
45.2548	188.1213
45.2824	186.5913
45.3100	186.1431
45.3376	185.7435
45.3653	184.3910
45.3929	184.5206
45.4205	184.3720
45.4481	183.9880
45.4757	182.9405
45.5033	182.1276
45.5309	180.0676
45.5585	179.5380
45.5861	181.1225
45.6138	179.9754
45.6414	178.8283
45.6690	177.3876
45.6966	175.7901
45.7242	176.6908
45.7518	178.2170
45.7794	180.2696
45.8070	183.7356
45.8346	181.7029
45.8623	179.6514
45.8899	178.6451
45.9175	179.5884
45.9451	182.3457
45.9727	184.1577
46.0003	186.0188
46.0279	186.7985
46.0555	189.6010
46.0831	192.4035
46.1108	192.2971
46.1384	190.0918
46.1660	188.1532
46.1936	189.7189
46.2212	190.8686
46.2488	192.7637
46.2764	192.9659
46.3040	193.0000
46.3316	192.1480
46.3593	190.4074
46.3869	190.8906
46.4145	192.6623
46.4421	194.6371
46.4697	194.3721
46.4973	193.2679
46.5249	192.1208
46.5525	190.9737
46.5801	190.2664
46.6078	190.2740
46.6354	190.2627
46.6630	190.7469
46.6906	192.3937
46.7182	193.5428
46.7458	194.0482
46.7734	193.6186
46.8010	191.3400
46.8287	190.0518
46.8563	190.6445
46.8839	191.2823
46.9115	190.2576
46.9391	190.3854
46.9667	190.6213
46.9943	188.5923
47.0219	184.8374
47.0495	182.8569
47.0772	183.9353
47.1048	186.3892
47.1324	188.7304
47.1600	188.6772
47.1876	186.4270
47.2152	184.2015
47.2428	183.0481
47.2704	183.2616
47.2980	184.3243
47.3257	184.8421
47.3533	183.3881
47.3809	180.5796
47.4085	180.0000
47.4361	179.6348
47.4637	178.4811
47.4913	177.3480
47.5189	176.5702
47.5465	176.0200
47.5742	176.0826
47.6018	175.5962
47.6294	174.8383
47.6570	174.7398
47.6846	175.0489
47.7122	175.2818
47.7398	176.1983
47.7674	176.5009
47.7950	175.8463
47.8227	177.2636
47.8503	178.5884
47.8779	180.3911
47.9055	182.1351
47.9331	183.4086
47.9607	182.7229
47.9883	183.4373
48.0159	183.3224
48.0435	183.9598
48.0712	184.9614
48.0988	185.0630
48.1264	185.9314
48.1540	184.4791
48.1816	184.2771
48.2092	182.3088
48.2368	181.0000
