Distance_(mm)	Gray_Value
128.759	187.803
129.106	175.435
129.453	160.247
129.800	169.373
130.147	192.222
130.494	208.172
130.841	231.788
131.189	227.535
131.536	225.433
131.883	227.932
132.230	234.677
132.577	232.675
132.924	231.098
133.271	230.641
133.618	232.761
133.965	236.222
134.312	237.759
134.659	234.104
135.006	231.249
135.353	229.734
135.700	234.321
136.047	231.166
136.394	232.029
136.741	224.619
137.089	229.987
137.436	227.422
137.783	211.075
138.130	210.856
138.477	208.922
138.824	159.021
139.171	150.765
139.518	175.485
139.865	183.349
140.212	185.036
140.559	149.817
140.906	163.756
141.253	175.248
141.600	176.349
141.947	174.794
142.294	197.439
142.642	212.562
142.989	198.478
143.336	208.140
143.683	215.015
144.030	225.349
144.377	221.053
144.724	218.005
145.071	224.474
145.418	226.684
145.765	230.183
146.112	227.016
146.459	223.416
146.806	226.031
147.153	215.084
147.500	213.371
147.847	223.677
148.194	225.814
148.542	224.547
148.889	225.248
149.236	218.036
149.583	195.962
149.930	170.611
150.277	168.529
150.624	168.269
150.971	167.567
151.318	166.269
151.665	159.261
152.012	162.179
152.359	142.369
152.706	125.123
153.053	124.646
153.400	133.267
153.747	145.890
154.094	154.127
154.442	151.602
154.789	143.063
155.136	158.280
155.483	190.885
155.830	181.410
156.177	167.182
156.524	167.969
156.871	173.923
157.218	180.116
157.565	174.682
157.912	184.612
158.259	196.508
158.606	200.503
158.953	204.984
159.300	211.722
159.647	215.471
159.994	207.584
160.342	210.045
160.689	217.939
161.036	208.412
161.383	199.396
161.730	190.827
162.077	176.079
162.424	182.157
162.771	154.177
163.118	140.456
163.465	184.940
163.812	177.220
164.159	149.790
164.506	134.283
164.853	124.134
165.200	118.944
165.547	130.861
165.895	125.788
166.242	124.667
166.589	133.873
166.936	139.859
167.283	155.765
167.630	162.220
167.977	160.191
168.324	160.932
168.671	154.500
169.018	128.375
169.365	126.794
169.712	154.867
170.059	183.596
170.406	173.869
170.753	177.103
171.100	160.793
171.447	156.654
171.795	150.983
172.142	203.060
172.489	157.501
172.836	201.568
173.183	158.549
173.530	183.603
173.877	180.726
174.224	170.485
174.571	186.586
174.918	155.278
175.265	154.463
175.612	152.051
175.959	127.496
176.306	142.524
176.653	143.156
177.000	129.106
177.347	122.254
177.695	129.469
178.042	146.828
178.389	135.586
178.736	132.995
179.083	152.471
179.430	124.440
179.777	86.971
180.124	115.956
180.471	147.325
180.818	147.495
181.165	156.437
181.512	165.432
181.859	165.246
182.206	156.805
182.553	147.564
182.900	151.584
183.247	155.400
183.595	150.531
183.942	146.256
184.289	160.035
184.636	167.421
184.983	160.150
185.330	168.237
185.677	187.375
186.024	171.724
186.371	195.987
186.718	140.951
187.065	124.143
187.412	147.044
187.759	127.478
188.106	145.037
188.453	143.686
188.800	140.722
189.147	151.982
189.495	115.830
189.842	126.616
190.189	134.000
